Time,Latitude,Longitude,Depth (km),Magnitude
2005-05-13T20:54:41.370000Z,10.3693,94.2551,0.0,3.4
2005-05-13T07:24:45.720000Z,13.9107,93.222,24.0,4.3
2005-05-13T03:05:12.080000Z,12.8501,92.32,30.0,4.2
2005-05-12T12:29:54.750000Z,9.9501,94.9251,0.0,3.3
2005-05-11T22:52:18.580000Z,11.0331,92.0173,30.6,4.4
2005-05-11T18:18:28.590000Z,13.3928,94.3648,33.0,3.4
2005-05-11T17:31:41.910000Z,15.895,93.2375,0.0,3.4
2005-05-11T11:58:25.650000Z,13.2418,92.8345,0.0,3.5
2005-05-11T11:57:17.050000Z,12.0413,92.3752,0.0,3.9
2005-05-10T12:26:50.620000Z,10.7276,90.7952,0.0,3.4
2005-05-10T12:18:27.460000Z,10.8566,90.7441,0.0,3.7
2005-05-09T21:21:26.090000Z,16.1057,92.9486,0.0,3.4
2005-05-09T18:42:01.820000Z,16.0693,92.9195,24.5,4.4
2005-05-09T18:23:49.360000Z,10.5451,91.7609,27.3,3.9
2005-05-09T17:37:59.830000Z,10.7816,92.1874,27.3,4.0
2005-05-09T15:51:03.710000Z,16.3531,92.6248,0.0,3.8
2005-05-09T15:48:24.120000Z,16.0722,93.0396,0.0,3.2
2005-05-09T15:29:03.320000Z,16.1441,92.6978,0.0,3.3
2005-05-09T14:11:33.740000Z,16.0567,92.9508,5.3,4.6
2005-05-09T14:04:01.600000Z,15.9974,93.0092,33.0,4.7
2005-05-09T07:56:48.670000Z,12.8398,93.2284,37.6,4.5
2005-05-09T05:47:46.290000Z,15.9699,93.0795,9.8,3.7
2005-05-09T04:19:05.090000Z,15.9156,93.1251,33.0,4.5
2005-05-08T16:17:19.370000Z,15.7322,93.3762,0.0,3.6
2005-05-08T00:01:46.220000Z,9.7874,90.1347,30.0,4.5
2005-05-07T16:19:40.910000Z,13.8112,93.019,66.7,3.2
2005-05-07T08:24:15.450000Z,12.4055,91.4817,20.2,4.2
2005-05-07T01:47:45.320000Z,10.0006,92.9522,42.7,4.4
2005-05-06T12:26:17.730000Z,9.9252,92.5483,30.0,4.3
2005-05-06T11:45:20.700000Z,13.306,93.0281,0.0,3.5
2005-05-06T10:49:45.350000Z,14.5473,93.2731,0.0,3.4
2005-05-04T12:40:48.230000Z,9.1513,91.7609,25.1,4.3
2005-05-04T02:32:39.650000Z,9.3105,91.6592,20.2,5.2
2005-05-02T14:12:49.600000Z,13.2593,91.7144,33.0,4.0
2005-05-02T09:06:07.140000Z,15.6307,93.4649,0.0,3.9
2005-05-02T05:55:53.060000Z,16.0373,92.9973,30.0,4.5
2005-05-01T21:36:36.160000Z,13.5909,92.8002,31.7,4.7
2005-05-01T17:39:52.760000Z,11.3529,92.0644,26.1,4.5
2005-05-01T14:56:47.500000Z,9.1229,92.7923,33.0,4.2
2005-05-01T10:40:22.840000Z,15.9749,92.9567,7.1,3.9
2005-05-01T07:39:29.250000Z,12.1875,92.5366,33.0,4.5
2005-05-01T03:57:53.600000Z,9.0434,92.2473,30.0,4.2
2005-05-01T01:31:15.750000Z,15.9203,92.7846,0.0,3.8
2005-05-01T01:11:10.130000Z,15.8916,92.7872,0.0,3.7
2005-04-30T04:06:16.650000Z,15.7438,96.1912,44.5,4.7
2005-04-30T00:24:41.170000Z,9.3483,93.1031,33.0,4.6
2005-04-28T18:02:13.470000Z,11.3772,92.0546,28.3,4.3
2005-04-27T20:37:37.940000Z,11.617,92.715,0.0,3.4
2005-04-27T06:45:39.330000Z,12.8219,93.1338,0.0,3.4
2005-04-26T20:50:06.930000Z,13.7955,93.0077,18.6,4.2
2005-04-25T20:29:41.690000Z,12.2769,90.6899,0.0,3.4
2005-04-25T19:07:17.700000Z,9.9809,93.0,0.0,3.5
2005-04-25T14:57:55.600000Z,10.7392,91.7425,30.0,4.5
2005-04-25T08:31:58.300000Z,12.4092,92.602,0.0,3.5
2005-04-24T22:43:33.450000Z,9.1067,92.7172,0.0,3.6
2005-04-24T19:57:03.470000Z,12.8394,93.0304,15.4,4.3
2005-04-24T06:35:21.390000Z,10.8613,91.5299,0.0,3.8
2005-04-23T18:49:32.590000Z,13.2997,92.0213,33.9,4.5
2005-04-23T15:31:39.690000Z,9.9026,93.002,0.0,3.7
2005-04-22T19:31:50.820000Z,11.9154,93.1888,101.3,3.1
2005-04-22T09:49:33.540000Z,13.1801,93.2335,60.6,3.6
2005-04-22T06:47:25.040000Z,13.1528,92.3273,0.0,4.0
2005-04-21T06:40:03.220000Z,12.2197,90.4032,33.0,3.5
2005-04-20T09:20:43.610000Z,10.3397,93.1644,0.0,4.0
2005-04-20T07:47:50.490000Z,10.9684,92.8136,52.1,4.5
2005-04-20T03:09:13.070000Z,8.9451,93.4442,33.0,4.2
2005-04-19T20:15:36.000000Z,13.276,93.2733,0.0,3.3
2005-04-19T18:31:11.640000Z,13.1902,90.3922,33.0,3.9
2005-04-19T16:30:00.730000Z,16.1015,92.9161,25.7,4.3
2005-04-19T12:47:04.890000Z,16.0528,92.9382,33.0,4.7
2005-04-19T05:49:51.820000Z,8.9002,92.4814,0.0,3.8
2005-04-18T23:04:33.350000Z,10.2848,93.0549,0.0,3.5
2005-04-18T18:33:54.560000Z,10.7457,91.6141,22.2,4.0
2005-04-18T14:16:38.490000Z,10.7344,91.6105,24.6,4.6
2005-04-18T09:50:07.780000Z,10.669,91.6616,27.9,4.4
2005-04-17T23:21:23.520000Z,10.8728,92.1466,29.6,4.7
2005-04-17T21:37:51.280000Z,10.1313,93.6613,26.0,5.3
2005-04-17T17:09:43.810000Z,13.8418,93.1014,16.1,4.7
2005-04-17T11:51:13.530000Z,10.9819,93.4033,33.0,3.8
2005-04-17T08:14:20.880000Z,13.5149,93.4062,0.0,3.7
2005-04-17T04:58:52.610000Z,10.9871,97.0327,0.0,3.7
2005-04-16T20:51:50.350000Z,12.2826,92.8429,30.0,4.5
2005-04-16T16:50:26.680000Z,14.732,92.4005,33.0,4.7
2005-04-16T10:13:13.580000Z,13.0077,91.9396,30.0,4.6
2005-04-16T03:20:10.190000Z,15.3003,93.8067,0.0,3.3
2005-04-15T23:28:22.550000Z,10.3737,92.658,30.0,4.4
2005-04-15T20:30:23.050000Z,13.6469,92.743,30.0,3.9
2005-04-15T14:40:27.390000Z,10.0673,93.5923,37.8,4.3
2005-04-15T07:22:44.580000Z,9.2567,94.5228,0.0,3.5
2005-04-15T03:30:53.520000Z,10.1633,92.1141,29.8,4.3
2005-04-13T21:29:46.230000Z,13.4833,92.8606,0.0,3.7
2005-04-13T05:42:09.360000Z,9.0299,92.5116,0.0,3.8
2005-04-13T02:47:51.430000Z,8.9077,93.1737,47.9,4.2
2005-04-13T01:43:11.900000Z,13.4307,92.8203,30.0,4.3
2005-04-12T21:47:26.200000Z,12.7482,91.765,29.4,3.8
2005-04-12T13:05:56.560000Z,10.4426,92.7467,30.0,4.1
2005-04-11T20:32:16.440000Z,11.6429,92.7536,30.0,4.1
2005-04-11T18:38:36.780000Z,13.7777,93.0155,30.0,4.3
2005-04-11T17:00:52.880000Z,8.9883,92.4846,0.0,3.7
2005-04-11T09:25:13.180000Z,11.2952,91.0423,33.0,4.2
2005-04-11T02:10:53.420000Z,11.2357,91.2585,33.0,3.8
2005-04-10T22:57:15.330000Z,9.8526,92.2938,0.0,3.4
2005-04-10T14:37:50.240000Z,8.9835,93.9111,0.0,3.6
2005-04-10T02:23:47.190000Z,10.5286,92.2143,25.0,5.0
2005-04-09T07:37:53.830000Z,13.6309,93.2454,101.4,3.1
2005-04-09T01:36:13.620000Z,10.7152,91.4088,30.0,4.2
2005-04-09T01:10:15.780000Z,13.1272,92.4357,30.0,4.1
2005-04-09T00:53:49.120000Z,13.1906,92.7358,0.0,3.6
2005-04-08T22:45:56.620000Z,9.7806,93.581,0.0,3.7
2005-04-08T20:34:18.630000Z,9.2164,92.4633,0.0,3.6
2005-04-08T18:28:44.490000Z,9.493,90.4555,0.0,3.5
2005-04-08T16:59:08.010000Z,15.8359,93.2918,0.0,3.2
2005-04-08T13:27:26.340000Z,13.423,93.0391,30.0,4.1
2005-04-08T10:03:54.730000Z,13.3248,93.5898,33.0,3.8
2005-04-08T06:05:07.490000Z,15.045,93.4598,26.0,3.6
2005-04-08T02:21:35.660000Z,10.7144,91.3044,33.0,3.8
2005-04-08T00:59:21.860000Z,10.7014,91.4902,30.0,4.2
2005-04-07T19:01:19.830000Z,9.5221,93.3251,0.0,3.4
2005-04-07T18:26:45.590000Z,15.9872,92.9039,0.0,3.5
2005-04-07T16:50:26.450000Z,13.0801,93.2495,0.0,3.1
2005-04-07T16:26:01.450000Z,10.9175,91.5207,0.0,3.6
2005-04-07T12:56:01.660000Z,12.1275,93.5447,0.0,3.3
2005-04-07T12:12:51.530000Z,12.6434,92.287,0.0,3.6
2005-04-07T03:35:04.330000Z,16.129,92.9869,33.0,4.5
2005-04-07T02:07:09.040000Z,16.0713,92.9762,26.3,4.5
2005-04-06T16:20:22.260000Z,12.4742,91.5687,0.0,3.3
2005-04-06T11:38:48.270000Z,10.2507,91.5969,0.0,3.4
2005-04-06T10:58:24.880000Z,12.7586,92.134,33.0,3.6
2005-04-06T07:17:50.430000Z,10.189,91.4975,33.0,4.8
2005-04-04T18:12:29.790000Z,13.9912,93.3039,30.0,3.9
2005-04-04T15:12:22.760000Z,14.6773,93.4472,25.1,4.5
2005-04-03T14:42:47.450000Z,9.7604,93.7196,24.3,5.2
2005-04-02T23:32:44.870000Z,9.6658,93.3827,0.0,3.3
2005-04-02T19:36:37.140000Z,10.8828,92.2172,24.8,3.9
2005-04-02T08:45:28.910000Z,12.8812,91.5396,0.0,3.5
2005-04-02T01:01:46.340000Z,10.788,91.0232,0.0,3.6
2005-04-01T19:21:49.930000Z,13.0496,92.7402,30.1,4.8
2005-04-01T14:11:45.150000Z,13.2595,92.6919,30.0,4.6
2005-03-31T14:49:07.880000Z,14.8882,95.3597,0.0,3.3
2005-03-31T10:18:53.010000Z,12.3316,92.4018,33.0,3.9
2005-03-31T00:30:32.070000Z,11.4108,92.9311,0.0,3.4
2005-03-31T00:20:32.240000Z,10.8179,92.7499,28.4,4.6
2005-03-30T20:05:09.160000Z,16.1708,93.0078,33.0,4.1
2005-03-30T14:14:03.430000Z,13.2232,93.0005,0.0,3.6
2005-03-30T08:34:07.190000Z,11.7691,94.901,23.6,4.3
2005-03-29T22:06:06.510000Z,11.5987,94.6227,33.0,3.5
2005-03-29T16:55:28.410000Z,13.0331,94.4299,0.0,3.7
2005-03-29T15:31:03.280000Z,17.2503,96.0389,166.7,4.2
2005-03-29T04:26:41.670000Z,9.9189,93.8356,37.5,4.6
2005-03-29T03:04:14.750000Z,10.4112,95.7682,0.0,3.8
2005-03-29T00:18:58.320000Z,9.7223,93.5715,27.1,4.4
2005-03-28T18:36:54.290000Z,13.4744,92.8192,30.0,4.4
2005-03-28T06:19:49.940000Z,16.0208,92.9977,33.0,4.2
2005-03-27T21:26:59.450000Z,12.9226,91.7737,29.5,4.3
2005-03-27T15:09:45.410000Z,10.7509,92.0368,33.0,4.1
2005-03-27T13:04:06.120000Z,10.6229,91.2887,27.6,4.5
2005-03-27T03:22:31.490000Z,9.6225,91.6417,0.0,3.6
2005-03-26T11:44:52.760000Z,10.3812,92.0134,0.0,3.3
2005-03-26T04:43:42.620000Z,14.3163,92.0601,30.0,4.2
2005-03-26T01:13:52.090000Z,12.7015,93.1579,42.4,4.5
2005-03-26T00:03:24.390000Z,12.7777,93.0995,41.0,4.3
2005-03-25T15:38:50.930000Z,8.7889,93.686,30.0,3.8
2005-03-25T04:43:57.010000Z,15.932,94.0322,0.0,3.6
2005-03-25T04:40:22.780000Z,15.6018,92.4395,0.0,3.5
2005-03-25T04:01:27.430000Z,13.3323,92.6061,32.7,4.0
2005-03-23T22:49:26.430000Z,9.6153,87.0309,0.0,3.4
2005-03-23T20:30:06.400000Z,10.2756,92.8904,33.0,4.2
2005-03-23T12:04:34.220000Z,9.3418,93.0291,0.0,3.8
2005-03-23T09:17:03.300000Z,12.2635,92.4106,25.5,5.2
2005-03-22T09:38:26.360000Z,13.0119,92.4515,38.1,5.0
2005-03-22T04:22:44.880000Z,10.6131,91.6396,0.0,3.5
2005-03-21T23:36:39.670000Z,10.1448,93.8235,41.3,4.6
2005-03-21T14:14:07.320000Z,12.2594,92.4846,20.1,5.0
2005-03-20T17:05:44.250000Z,13.3258,92.5217,43.4,3.5
2005-03-20T13:00:59.530000Z,10.7299,94.0494,0.0,3.6
2005-03-20T09:28:30.440000Z,9.371,93.2839,0.0,3.6
2005-03-20T03:33:34.190000Z,11.5384,92.3942,30.5,4.4
2005-03-19T18:41:48.480000Z,10.8064,91.7224,33.0,4.1
2005-03-19T04:00:13.890000Z,9.1135,91.7989,30.0,4.2
2005-03-19T00:00:08.080000Z,13.002,91.7808,33.0,4.0
2005-03-18T09:56:53.470000Z,14.2897,92.9542,0.0,3.9
2005-03-18T05:11:57.360000Z,12.2126,92.3082,0.0,3.6
2005-03-17T20:20:54.450000Z,14.6775,93.4716,10.0,3.8
2005-03-17T20:15:36.710000Z,13.792,93.1121,33.0,3.8
2005-03-17T08:55:36.290000Z,9.7839,94.3864,0.0,3.5
2005-03-17T06:06:48.960000Z,9.6989,92.7836,0.0,3.7
2005-03-17T05:28:46.980000Z,10.1761,93.8624,33.0,4.5
2005-03-17T01:08:28.950000Z,12.9827,92.4232,33.0,3.8
2005-03-16T18:16:03.690000Z,9.391,93.1839,15.0,4.4
2005-03-16T09:26:04.440000Z,11.0577,92.2197,33.0,4.8
2005-03-16T07:34:06.120000Z,12.7117,93.0908,0.0,3.5
2005-03-16T05:52:05.760000Z,8.8981,94.375,0.0,3.8
2005-03-16T05:44:22.210000Z,8.8057,93.7135,33.0,4.3
2005-03-14T21:49:03.190000Z,12.1708,92.3524,34.1,4.7
2005-03-14T18:39:17.190000Z,11.5802,92.1714,57.9,3.2
2005-03-14T16:05:35.630000Z,9.4081,93.1489,94.4,3.3
2005-03-14T09:11:53.600000Z,13.609,93.3574,107.0,2.9
2005-03-14T05:39:56.340000Z,11.7815,94.5122,41.1,4.4
2005-03-14T04:27:14.460000Z,9.3567,93.1367,56.1,5.0
2005-03-14T04:04:07.400000Z,11.0389,92.0458,32.0,4.6
2005-03-14T03:50:08.060000Z,11.8756,94.5523,33.0,4.6
2005-03-13T20:33:39.640000Z,11.6549,94.1192,30.0,4.2
2005-03-13T20:23:14.970000Z,11.8606,94.481,67.0,4.2
2005-03-13T13:18:39.120000Z,10.1207,91.6753,33.0,4.3
2005-03-13T11:00:01.510000Z,10.5736,92.0453,28.1,4.5
2005-03-13T09:36:30.930000Z,12.2075,92.2005,7.6,4.2
2005-03-13T06:24:38.230000Z,11.3605,92.4835,0.0,3.6
2005-03-13T05:31:32.030000Z,15.9677,92.8026,0.0,3.7
2005-03-13T02:43:14.480000Z,9.1326,91.1745,0.0,4.0
2005-03-13T02:18:42.090000Z,11.5671,93.0114,70.3,4.8
2005-03-12T22:43:31.170000Z,9.6959,91.6747,33.0,5.2
2005-03-12T17:30:00.710000Z,9.7127,91.8921,30.0,4.1
2005-03-12T16:09:04.990000Z,10.7808,92.2279,41.5,4.5
2005-03-12T12:42:23.570000Z,10.8146,92.3341,30.0,4.0
2005-03-12T11:46:19.740000Z,10.264,91.5356,0.0,3.6
2005-03-12T05:33:47.470000Z,10.5948,91.5433,30.0,4.6
2005-03-12T04:59:25.070000Z,14.3625,92.1007,30.0,4.0
2005-03-12T04:50:52.920000Z,9.3561,93.1509,62.8,4.8
2005-03-12T01:11:27.600000Z,9.101,92.8457,33.0,4.0
2005-03-11T23:07:53.260000Z,13.5367,93.6573,15.0,3.8
2005-03-11T21:26:03.540000Z,14.2437,92.07,0.0,3.4
2005-03-11T12:12:46.400000Z,12.6051,92.9691,0.0,3.8
2005-03-10T19:50:39.400000Z,9.747,94.2997,43.1,4.0
2005-03-10T18:08:18.220000Z,9.1341,92.8683,33.0,4.0
2005-03-09T15:48:55.150000Z,13.2573,91.9821,0.0,3.6
2005-03-09T14:08:17.410000Z,9.9685,93.2529,0.0,3.6
2005-03-09T13:01:18.360000Z,13.8625,93.0373,0.0,3.9
2005-03-09T06:19:49.710000Z,9.5428,93.8576,33.0,4.2
2005-03-09T01:02:00.740000Z,9.6051,91.9276,0.0,3.7
2005-03-08T19:58:05.040000Z,13.5294,93.2929,33.0,3.3
2005-03-08T14:17:56.760000Z,11.0724,90.9508,0.0,3.6
2005-03-08T07:56:49.040000Z,9.7959,92.4571,0.0,3.5
2005-03-07T21:32:29.380000Z,9.278,91.8092,27.6,4.8
2005-03-07T17:32:51.470000Z,11.5628,92.7406,20.0,3.9
2005-03-07T10:53:07.010000Z,11.0221,92.0929,0.0,3.7
2005-03-07T10:04:27.180000Z,10.665,93.5251,43.9,4.6
2005-03-06T20:20:40.110000Z,12.8479,92.9518,41.8,3.7
2005-03-06T18:39:45.830000Z,12.7762,93.0601,0.0,3.5
2005-03-06T14:13:20.140000Z,10.234,92.3611,0.0,3.6
2005-03-05T20:49:12.210000Z,11.7958,92.2788,0.0,3.6
2005-03-05T16:04:37.220000Z,12.974,92.4572,0.0,3.4
2005-03-05T13:30:21.780000Z,10.1271,93.4516,0.0,3.7
2005-03-05T13:17:26.660000Z,10.1981,93.6818,27.9,4.8
2005-03-05T05:26:31.170000Z,11.2048,92.2711,0.0,3.6
2005-03-04T20:25:51.490000Z,11.5199,92.2652,33.0,4.0
2005-03-04T19:21:43.500000Z,9.2013,92.3773,36.9,4.3
2005-03-04T16:49:47.410000Z,9.9658,92.1982,0.0,3.6
2005-03-04T15:39:21.840000Z,9.0456,92.0445,0.0,3.5
2005-03-04T10:33:02.340000Z,10.8158,91.7212,27.1,4.6
2005-03-04T01:30:16.540000Z,10.8584,92.2815,30.0,4.3
2005-03-03T19:32:15.470000Z,9.8983,92.7009,0.0,3.8
2005-03-03T19:26:01.970000Z,10.0127,92.9964,33.6,3.5
2005-03-03T18:28:13.940000Z,12.9609,93.1982,31.8,4.0
2005-03-03T18:11:29.550000Z,14.5578,92.2083,30.0,4.3
2005-03-03T15:48:10.040000Z,13.53,90.0529,33.0,3.9
2005-03-03T13:09:29.090000Z,10.758,91.0602,19.8,3.7
2005-03-03T06:25:42.230000Z,14.4284,92.2654,31.3,4.7
2005-03-03T01:28:55.430000Z,10.5926,91.1856,0.0,3.7
2005-03-03T01:00:22.720000Z,10.5863,92.6971,0.0,3.9
2005-03-02T18:38:07.320000Z,10.0152,91.7957,41.3,3.8
2005-03-02T04:34:31.440000Z,9.1582,93.7806,33.0,4.3
2005-03-01T14:20:48.500000Z,13.6469,92.6603,30.0,4.0
2005-03-01T12:02:17.970000Z,11.6512,91.986,31.4,4.3
2005-03-01T10:43:08.450000Z,12.6937,92.1435,0.0,3.3
2005-02-28T16:13:19.910000Z,12.3533,91.5796,0.0,3.4
2005-02-28T11:05:29.260000Z,12.9531,93.1501,0.0,3.5
2005-02-28T06:50:14.660000Z,12.9472,92.6498,0.0,3.6
2005-02-28T04:36:22.170000Z,9.9522,91.4881,31.0,4.7
2005-02-28T03:37:05.660000Z,9.8781,91.527,30.0,4.5
2005-02-28T00:35:29.100000Z,9.8869,93.8675,32.2,4.7
2005-02-28T00:17:37.620000Z,15.3035,92.8549,0.0,3.6
2005-02-27T19:39:24.350000Z,10.8096,91.8159,0.0,3.6
2005-02-27T16:38:27.520000Z,13.9194,92.9826,33.0,4.4
2005-02-27T16:14:49.260000Z,13.0055,93.4752,64.0,4.3
2005-02-27T15:31:56.320000Z,9.9902,91.5702,23.7,4.7
2005-02-27T15:02:38.910000Z,12.6093,92.3743,0.0,3.7
2005-02-27T13:37:51.130000Z,13.334,92.5933,0.0,3.5
2005-02-27T11:55:52.190000Z,10.2904,91.3769,117.7,3.2
2005-02-27T08:37:53.880000Z,14.4739,93.2405,38.7,3.7
2005-02-27T07:13:10.760000Z,13.2967,92.5365,28.2,4.1
2005-02-26T21:00:40.620000Z,15.6473,92.8859,0.0,3.5
2005-02-26T20:04:18.860000Z,10.8395,91.9259,30.0,4.3
2005-02-26T16:21:56.160000Z,10.8517,91.7434,30.0,4.2
2005-02-26T15:12:34.060000Z,9.8486,92.0517,34.6,3.9
2005-02-26T14:24:57.190000Z,9.3182,93.1171,35.9,5.1
2005-02-26T14:19:58.900000Z,12.2096,94.0004,88.0,4.3
2005-02-26T09:59:02.370000Z,11.8913,92.0821,33.0,4.5
2005-02-26T05:12:36.340000Z,9.1339,93.5915,33.0,4.3
2005-02-26T03:26:04.040000Z,16.4387,93.3788,0.0,3.8
2005-02-26T03:02:32.820000Z,13.7495,92.9655,30.0,4.0
2005-02-25T15:45:02.040000Z,12.6623,92.0788,0.0,3.6
2005-02-25T15:09:28.890000Z,12.1405,89.5741,0.0,3.4
2005-02-25T12:35:11.160000Z,13.0168,92.9593,18.5,3.4
2005-02-25T04:49:17.880000Z,14.0215,93.3024,30.0,4.1
2005-02-25T02:46:07.310000Z,10.065,93.4395,33.0,4.0
2005-02-24T18:06:50.780000Z,12.0861,92.2321,0.0,3.6
2005-02-24T11:49:58.360000Z,9.8793,92.9995,0.0,3.5
2005-02-24T11:03:34.180000Z,13.7929,93.1073,34.3,4.8
2005-02-24T09:47:19.830000Z,15.3609,92.8178,0.0,3.5
2005-02-24T09:03:28.570000Z,11.6654,92.9406,0.0,3.6
2005-02-24T06:16:30.900000Z,13.7552,93.0867,30.6,4.8
2005-02-24T02:13:03.930000Z,8.811,90.2306,8.4,4.4
2005-02-23T15:55:47.800000Z,13.7663,93.0847,21.4,3.8
2005-02-23T09:57:25.890000Z,10.5575,90.9947,0.0,3.6
2005-02-22T17:11:55.550000Z,10.8041,91.8116,7.9,5.5
2005-02-22T08:34:13.550000Z,13.2359,91.4802,33.0,4.2
2005-02-21T18:35:59.440000Z,10.1416,93.5,30.0,4.2
2005-02-21T17:19:01.800000Z,12.0425,94.4529,0.0,3.5
2005-02-21T16:36:30.720000Z,12.2764,94.3741,0.0,3.6
2005-02-21T02:06:49.910000Z,13.2906,92.3706,0.0,3.6
2005-02-21T00:39:33.950000Z,13.2809,92.6047,30.0,3.7
2005-02-20T23:20:24.860000Z,13.4693,92.8262,4.9,4.3
2005-02-20T23:08:02.030000Z,10.2029,93.6812,25.2,5.4
2005-02-20T19:10:42.580000Z,9.5962,93.4835,0.0,3.6
2005-02-20T18:26:41.540000Z,13.151,92.9569,0.0,3.1
2005-02-20T18:09:35.040000Z,12.8843,91.952,0.0,3.6
2005-02-20T17:04:02.970000Z,13.7359,91.148,33.0,3.7
2005-02-20T15:05:40.180000Z,10.3968,92.4327,0.0,3.4
2005-02-20T11:43:40.230000Z,11.3573,92.2064,32.3,4.8
2005-02-19T20:04:43.770000Z,12.664,92.3038,0.0,3.5
2005-02-19T19:53:02.650000Z,9.6839,91.9815,0.0,3.7
2005-02-19T18:32:12.060000Z,12.7247,92.5888,30.0,3.9
2005-02-19T13:32:31.920000Z,11.0663,90.9832,30.0,3.9
2005-02-18T22:45:27.400000Z,12.956,92.5763,0.0,3.4
2005-02-18T17:10:28.730000Z,13.3499,92.9191,0.0,3.2
2005-02-18T16:47:12.800000Z,10.6503,91.7304,0.0,3.9
2005-02-18T16:07:27.840000Z,10.3385,90.877,0.0,3.7
2005-02-18T13:59:05.820000Z,10.7337,92.1149,0.0,3.4
2005-02-18T05:53:49.930000Z,13.2705,91.5682,23.8,4.6
2005-02-17T22:41:40.940000Z,12.8821,91.6736,30.0,4.0
2005-02-17T20:13:19.790000Z,13.0105,92.1924,30.0,4.3
2005-02-17T16:25:13.790000Z,13.2642,92.4323,0.0,3.6
2005-02-17T16:18:20.210000Z,11.953,92.8785,25.0,3.7
2005-02-17T16:16:02.880000Z,12.3169,95.2312,0.0,3.6
2005-02-17T11:10:42.230000Z,13.732,92.9004,33.0,4.3
2005-02-17T08:45:46.330000Z,14.1103,94.0956,0.0,3.9
2005-02-17T07:25:01.240000Z,15.5129,93.1873,0.0,3.8
2005-02-16T15:56:09.430000Z,13.1117,92.3255,30.0,4.0
2005-02-16T14:33:21.000000Z,9.6551,93.5426,19.8,4.8
2005-02-16T08:51:12.070000Z,11.2689,90.6623,0.0,3.8
2005-02-16T07:05:51.090000Z,9.2086,93.4406,33.0,4.3
2005-02-16T06:36:40.010000Z,13.5974,92.7659,33.0,4.4
2005-02-16T04:42:36.890000Z,13.4962,92.6598,0.0,4.0
2005-02-16T03:37:05.700000Z,11.2178,90.9303,0.0,3.7
2005-02-16T03:14:49.720000Z,12.5938,92.0342,33.0,3.8
2005-02-16T00:16:05.610000Z,13.626,93.0996,57.3,4.4
2005-02-15T22:23:02.810000Z,8.8559,93.944,33.0,4.1
2005-02-15T18:55:14.130000Z,9.2491,92.4152,0.0,3.4
2005-02-15T02:32:02.080000Z,13.5643,93.0227,28.8,4.6
2005-02-15T02:01:29.530000Z,13.4909,92.9787,0.0,3.7
2005-02-15T01:12:55.440000Z,14.709,93.7836,12.4,4.1
2005-02-14T22:06:28.840000Z,13.4946,92.9383,30.0,3.8
2005-02-14T18:46:15.800000Z,12.7944,91.1604,0.0,3.6
2005-02-14T18:37:53.700000Z,12.4046,92.9187,0.0,3.6
2005-02-14T17:19:54.180000Z,12.9584,91.7183,23.6,4.6
2005-02-14T16:04:50.650000Z,12.9236,91.5804,24.2,4.2
2005-02-14T13:21:54.000000Z,14.8176,93.6225,31.2,4.9
2005-02-14T07:19:50.590000Z,14.3786,91.8851,28.1,4.3
2005-02-14T05:02:53.790000Z,13.1602,92.529,30.0,4.4
2005-02-14T02:50:22.580000Z,13.7534,93.0048,33.0,4.6
2005-02-13T13:39:09.580000Z,9.7384,92.311,0.0,3.6
2005-02-13T12:43:34.350000Z,12.7444,92.4354,0.0,3.3
2005-02-13T12:37:27.850000Z,12.6615,92.1918,111.8,3.2
2005-02-13T10:23:49.000000Z,12.975,93.2575,47.3,4.6
2005-02-13T09:48:41.260000Z,11.7353,92.6065,0.0,3.6
2005-02-13T08:30:56.780000Z,9.9128,92.3182,0.0,3.8
2005-02-13T06:34:03.470000Z,11.9734,93.3911,0.0,3.9
2005-02-13T01:10:29.550000Z,9.916,91.7745,0.0,3.5
2005-02-12T17:03:09.670000Z,10.9946,95.4648,0.0,3.6
2005-02-12T14:26:40.200000Z,10.6076,91.4909,0.0,3.7
2005-02-12T13:03:23.250000Z,13.0575,92.5051,0.0,3.2
2005-02-12T09:27:56.120000Z,8.811,94.0809,0.0,3.5
2005-02-12T06:32:49.780000Z,16.3037,92.833,0.0,3.8
2005-02-12T00:37:27.640000Z,10.0785,91.4592,0.0,3.9
2005-02-11T19:43:21.940000Z,13.3528,92.9518,0.0,3.3
2005-02-11T18:33:25.030000Z,13.8309,93.0049,30.0,4.4
2005-02-11T17:15:50.070000Z,13.369,91.5345,0.0,3.5
2005-02-11T12:50:00.400000Z,9.2925,93.5175,0.0,3.5
2005-02-11T11:31:28.110000Z,10.5179,91.6767,0.0,4.1
2005-02-11T05:14:18.140000Z,10.6865,93.3555,30.0,4.3
2005-02-11T04:57:16.190000Z,8.8996,92.3647,0.0,3.4
2005-02-10T20:03:08.690000Z,14.6447,93.7881,0.0,3.3
2005-02-10T18:22:32.550000Z,15.8286,92.3079,0.0,3.3
2005-02-10T17:33:43.180000Z,14.8346,93.6287,2.2,4.6
2005-02-10T17:32:29.680000Z,14.8702,93.6886,51.1,3.3
2005-02-10T12:04:15.080000Z,9.191,92.8897,0.0,3.6
2005-02-10T11:46:32.940000Z,10.4294,92.2772,0.0,3.5
2005-02-10T05:27:18.210000Z,8.8656,93.8998,52.9,4.6
2005-02-10T04:03:31.710000Z,12.9101,92.9234,0.0,3.6
2005-02-10T02:19:43.770000Z,8.7889,93.8649,33.0,4.4
